pname,pcode,cityname,citycode,adname,name,address,location,tel,bigType,midType,smallType,timestamp
香港特别行政区,810000,香港特别行政区,1852,元朗区,丽贤花园,元朗福顺街38号,"114.024330,22.461241",[],商务住宅,住宅区,住宅区,2024-02-07 03:55:03
香港特别行政区,810000,香港特别行政区,1852,元朗区,盛屋村(福顺街),福顺街附近,"114.022614,22.460375",[],商务住宅,住宅区,住宅小区,2024-01-24 14:57:51
香港特别行政区,810000,香港特别行政区,1852,元朗区,吴屋村,福顺街与福喜街交叉口西北360米,"114.026373,22.461920",[],商务住宅,商务住宅相关,商务住宅相关,2024-05-08 20:54:18
香港特别行政区,810000,香港特别行政区,1852,元朗区,万华花园2座,元朗福顺街,"114.022406,22.461276",[],商务住宅,楼宇,商务写字楼,2024-02-08 10:22:30
香港特别行政区,810000,香港特别行政区,1852,元朗区,万华花园5座,香港元朗福顺街,"114.022460,22.461344",[],商务住宅,楼宇,商务写字楼,2024-01-24 03:34:07
香港特别行政区,810000,香港特别行政区,1852,元朗区,富庭苑,"FukHingLau,208号,Alberose","114.030049,22.453412",[],商务住宅,住宅区,住宅小区,2024-02-11 14:15:01
香港特别行政区,810000,香港特别行政区,1852,元朗区,万华花园,福顺街,"114.022427,22.461411",[],商务住宅,住宅区,住宅小区,2024-01-21 16:18:08
香港特别行政区,810000,香港特别行政区,1852,元朗区,万华花园4座,香港元朗福顺街,"114.022299,22.461324",[],商务住宅,楼宇,商务写字楼,2024-01-23 17:05:56
香港特别行政区,810000,香港特别行政区,1852,元朗区,万华花园3座,香港元朗福顺街,"114.022388,22.461418",[],商务住宅,楼宇,商务写字楼,2024-02-08 15:25:43
香港特别行政区,810000,香港特别行政区,1852,元朗区,雍雅山庄,香港元朗,"114.029839,22.453165",[],商务住宅,住宅区,住宅小区,2024-05-31 16:40:38
香港特别行政区,810000,香港特别行政区,1852,元朗区,联安车场,新田村路与青山公路-新田段交叉口北20米,"114.078418,22.492732",00852-91428812,汽车服务,汽车服务相关,汽车服务相关,2024-08-11 16:37:02
香港特别行政区,810000,香港特别行政区,1852,元朗区,松田专业汽车美容,青山公路-新田段与古洞路交叉口西南200米,"114.080715,22.494406",[],汽车服务,汽车服务相关,汽车服务相关,2024-01-29 02:26:00
香港特别行政区,810000,香港特别行政区,1852,元朗区,旭日车行,青山公路-新田段与新田村路交叉口西200米,"114.076452,22.492273",[],汽车服务,汽车服务相关,汽车服务相关,2024-03-30 14:20:15
香港特别行政区,810000,香港特别行政区,1852,元朗区,超浩汽车零件(青山公路-新田段),青山公路-新田段与新田村路交叉口西220米,"114.076332,22.492255",[],汽车服务,汽车配件销售,汽车配件销售,2024-01-12 20:48:54
香港特别行政区,810000,香港特别行政区,1852,元朗区,埃索新田加油站,青山公路新田段与古洞路交叉口西南20米,"114.082387,22.495163",00852-24715833;00852-24716162,汽车服务,加油站,埃索,2024-02-23 13:16:19
香港特别行政区,810000,香港特别行政区,1852,元朗区,劲达洗车唧油,青山公路新田段米埔陇,"114.075404,22.492491",[],汽车服务,汽车服务相关,汽车服务相关,2024-06-29 08:36:21
香港特别行政区,810000,香港特别行政区,1852,元朗区,高达汽车有限公司吊机专门店,青山公路-新田段附近,"114.075229,22.492283",00852-24718981,汽车服务,汽车服务相关,汽车服务相关,2024-01-24 16:11:13
香港特别行政区,810000,香港特别行政区,1852,元朗区,金进车行有限公司,青山公路-新田段与石湖围路交叉口东南120米,"114.075032,22.492418",95114289,汽车服务,汽车服务相关,汽车服务相关|汽车销售,2023-12-11 06:25:31
香港特别行政区,810000,香港特别行政区,1852,元朗区,PROJECT M12汽车美容及喷油维修工房,嘉龙路190号地下,"114.082937,22.495514",00852-93366632,汽车服务,汽车养护/装饰,汽车养护,2024-08-08 02:47:17
香港特别行政区,810000,香港特别行政区,1852,元朗区,雄财(根记)胶轮公司,嘉龙路小磡村25号,"114.083596,22.491829",00852-24825700,汽车服务,汽车服务相关,汽车服务相关,2024-08-22 20:16:29
香港特别行政区,810000,香港特别行政区,1852,元朗区,雄财根记胶轮公司,嘉龙路23号,"114.083617,22.491680",[],汽车服务,汽车配件销售,汽车配件销售,2024-02-01 22:50:43
香港特别行政区,810000,香港特别行政区,1852,元朗区,德宁表行,击壤路1-5号附近,"114.030066,22.441950",[],购物服务,专卖店,钟表店,2024-04-09 00:16:24
香港特别行政区,810000,香港特别行政区,1852,元朗区,龙艺轩,青山公路-元朗段与丰年路交叉口东北20米,"114.029618,22.441870",[],购物服务,专卖店,珠宝首饰工艺品,2024-05-15 21:05:51
香港特别行政区,810000,香港特别行政区,1852,元朗区,Wai Yuen Tong,青山公路-元朗段与击壤路交叉口西北20米,"114.029950,22.441948",[],购物服务,购物相关场所,购物相关场所,2024-01-31 13:55:11
香港特别行政区,810000,香港特别行政区,1852,元朗区,艺苑士多,金辉径与西裕街交叉口西20米,"114.031531,22.439840",[],购物服务,购物相关场所,购物相关场所,2024-02-06 17:54:17
香港特别行政区,810000,香港特别行政区,1852,元朗区,嘉莹丰食品(顺发大楼店),"香港元朗仁乐坊5号,Shun Fat House","114.031708,22.440433",[],购物服务,购物相关场所,购物相关场所,2024-05-09 22:06:55
香港特别行政区,810000,香港特别行政区,1852,元朗区,Sau Che Ching She,"Sau Che Ching She,Ho Wang Building,香港","114.031082,22.439338",[],购物服务,购物相关场所,购物相关场所,2024-03-15 23:18:00
香港特别行政区,810000,香港特别行政区,1852,元朗区,7-ELEVEn(万昌楼店),青山公路-元朗段与丰年路交叉口东北40米,"114.029766,22.441928",[],购物服务,便民商店/便利店,7-ELEVEn便利店,2024-08-11 15:29:54
香港特别行政区,810000,香港特别行政区,1852,元朗区,Tgc,青山公路-元朗段与击壤路交叉口东40米,"114.030571,22.441918",[],购物服务,购物相关场所,购物相关场所,2024-03-26 04:57:20
香港特别行政区,810000,香港特别行政区,1852,元朗区,Mon,青山公路-元朗段与击壤路交叉口东40米,"114.030571,22.441918",[],购物服务,购物相关场所,购物相关场所,2024-03-26 04:50:47
香港特别行政区,810000,香港特别行政区,1852,元朗区,Owtel Shop,青山公路-元朗段与击壤路交叉口东40米,"114.030571,22.441918",[],购物服务,购物相关场所,购物相关场所,2024-03-26 04:57:14
香港特别行政区,810000,香港特别行政区,1852,元朗区,千色时尚,青山公路-元朗段与击壤路交叉口东40米,"114.030571,22.441918",[],购物服务,购物相关场所,购物相关场所,2024-03-26 04:48:49
香港特别行政区,810000,香港特别行政区,1852,元朗区,宝石轩,青山公路-元朗段与击壤路交叉口东40米,"114.030571,22.441918",[],购物服务,购物相关场所,购物相关场所,2024-03-26 04:48:44
香港特别行政区,810000,香港特别行政区,1852,元朗区,多彩精品店farben,青山公路-元朗段与击壤路交叉口东40米,"114.030571,22.441918",[],购物服务,购物相关场所,购物相关场所,2024-03-26 04:52:08
香港特别行政区,810000,香港特别行政区,1852,元朗区,思轩dressy,青山公路-元朗段与击壤路交叉口东40米,"114.030571,22.441918",[],购物服务,购物相关场所,购物相关场所,2024-03-26 04:56:23
香港特别行政区,810000,香港特别行政区,1852,元朗区,Ghendene,青山公路-元朗段与击壤路交叉口东40米,"114.030571,22.441918",[],购物服务,购物相关场所,购物相关场所,2024-03-26 04:52:00
香港特别行政区,810000,香港特别行政区,1852,元朗区,节拍电器特卖场,教育路与西裕街交叉口西北20米,"114.031722,22.440376",[],购物服务,购物相关场所,购物相关场所,2024-02-04 23:42:53
香港特别行政区,810000,香港特别行政区,1852,元朗区,雅丽都家居工程,教育路与安康路交叉口东北20米,"114.028563,22.440336",[],购物服务,家居建材市场,家居建材市场,2024-01-28 05:34:01
香港特别行政区,810000,香港特别行政区,1852,元朗区,馨而乐(新基楼店),元朗教育路25号BRAVOA3铺,"114.031663,22.440082",[],购物服务,服装鞋帽皮具店,服装鞋帽皮具店,2024-02-10 17:52:21
香港特别行政区,810000,香港特别行政区,1852,元朗区,公主秘密(青山公路-元朗段),青山公路-元朗段与击壤路交叉口东40米,"114.030552,22.441937",[],购物服务,服装鞋帽皮具店,服装鞋帽皮具店,2024-03-25 20:51:34
香港特别行政区,810000,香港特别行政区,1852,元朗区,F.Club(新基楼店),教育路与仁乐坊交叉口东南20米,"114.031669,22.440056",[],购物服务,服装鞋帽皮具店,服装鞋帽皮具店,2024-05-10 21:41:34
香港特别行政区,810000,香港特别行政区,1852,元朗区,E·S,青山公路-元朗段与击壤路交叉口东40米,"114.030601,22.441937",[],购物服务,服装鞋帽皮具店,服装鞋帽皮具店,2024-03-25 20:52:44
香港特别行政区,810000,香港特别行政区,1852,元朗区,伟记钓鱼用品专门店,金辉径与西裕街交叉口西北20米,"114.031618,22.439898",00852-24768889,购物服务,专卖店,专营店,2024-02-11 15:18:33
香港特别行政区,810000,香港特别行政区,1852,元朗区,永和铝钢门窗专门店(元朗安兴街),安康路3-5号附近,"114.028676,22.439871",[],购物服务,家居建材市场,建材五金市场,2024-02-05 20:28:38
香港特别行政区,810000,香港特别行政区,1852,元朗区,KELLY NANA(新基楼店),教育路与仁乐坊交叉口东南20米,"114.031665,22.440002",[],购物服务,专卖店,儿童用品店,2024-01-18 03:30:51
香港特别行政区,810000,香港特别行政区,1852,元朗区,孖宝鲜果,西裕街与金辉径交叉口西北20米,"114.031652,22.439953",[],购物服务,综合市场,果品市场,2024-02-13 13:57:53
香港特别行政区,810000,香港特别行政区,1852,元朗区,喜利唱片,击壤路与青山公路-元朗段交叉口东北20米,"114.030317,22.442005",[],购物服务,专卖店,音像店,2024-03-25 21:00:57
香港特别行政区,810000,香港特别行政区,1852,元朗区,Well服装店,金辉径31号附近,"114.031664,22.439971",[],购物服务,服装鞋帽皮具店,服装鞋帽皮具店,2024-02-16 14:28:21
香港特别行政区,810000,香港特别行政区,1852,元朗区,7彩文具美术用品,教育路与安康路交叉口东北20米,"114.028519,22.440338",[],购物服务,文化用品店,文化用品店,2024-05-20 00:07:38
香港特别行政区,810000,香港特别行政区,1852,元朗区,Babies Little Things,香港元朗喜利商场Babies Little Things1楼42号铺,"114.030381,22.442004",[],购物服务,便民商店/便利店,便民商店/便利店,2024-05-12 01:40:19
香港特别行政区,810000,香港特别行政区,1852,元朗区,温馨毛冷,青山公路-元朗段与击壤路交叉口东北40米,"114.030416,22.442005",00852-24754292,购物服务,便民商店/便利店,便民商店/便利店,2024-06-10 19:10:32
香港特别行政区,810000,香港特别行政区,1852,元朗区,Whitish Collection,"Shop 28,1/F,Healey Shopping Centre,Yuen Long,Hong Kong","114.030549,22.441979",00852-90838329,购物服务,服装鞋帽皮具店,服装鞋帽皮具店,2024-08-08 02:48:14
香港特别行政区,810000,香港特别行政区,1852,元朗区,Red Cow Meat Shop,"Red Cow Meat Shop,Yuen Long","114.031769,22.440318",[],购物服务,商场,免税品店,2024-05-10 21:42:27
香港特别行政区,810000,香港特别行政区,1852,元朗区,喜利商场,香港新界元朗青山公路元朗段211-223号,"114.030453,22.442001",00852-24792822,购物服务,购物相关场所,购物相关场所,2024-08-06 11:24:21
香港特别行政区,810000,香港特别行政区,1852,元朗区,moon Bautigue(金辉楼店),香港元朗,"114.031659,22.439926",[],购物服务,服装鞋帽皮具店,服装鞋帽皮具店,2024-05-09 22:11:21
香港特别行政区,810000,香港特别行政区,1852,元朗区,急冻海燕(寒天)椰皇冻,教育路与西裕街交叉口北20米,"114.031787,22.440394",94061842,购物服务,综合市场,农副产品市场,2024-05-09 22:06:23
香港特别行政区,810000,香港特别行政区,1852,元朗区,K Cash-元朗智能提款机据点(顺发大楼店),教育路与西裕街交叉口北20米,"114.031787,22.440394",00852-21111211,购物服务,购物相关场所,购物相关场所,2024-05-08 23:13:54
香港特别行政区,810000,香港特别行政区,1852,元朗区,城市岛电子公司City Island Electronic Company,大马路喜利商场1楼17号铺,"114.030443,22.442011",00852-24700057,购物服务,家居建材市场,家居建材市场,2024-06-27 13:36:19
香港特别行政区,810000,香港特别行政区,1852,元朗区,Mocha Style(金辉楼店),金辉径北50米,"114.031658,22.439895",[],购物服务,服装鞋帽皮具店,服装鞋帽皮具店,2024-01-21 14:59:56
香港特别行政区,810000,香港特别行政区,1852,元朗区,Ed's Gourmet优质食材专门店,元朗教育路54-56号顺发大楼Q铺,"114.031795,22.440375",95548887,购物服务,便民商店/便利店,便民商店/便利店,2024-05-09 22:07:20
香港特别行政区,810000,香港特别行政区,1852,元朗区,原宿店(金辉径),金辉径北50米,"114.031658,22.439879",[],购物服务,服装鞋帽皮具店,服装鞋帽皮具店,2024-02-04 18:37:38
香港特别行政区,810000,香港特别行政区,1852,元朗区,Fineday boutique,香港元朗喜利商场1楼26A,"114.030452,22.442023",[],购物服务,商场,免税品店,2024-05-12 19:34:48
香港特别行政区,810000,香港特别行政区,1852,元朗区,木棉时装校服童军制服,教育路146号,"114.028477,22.440394",00852-24752041,购物服务,服装鞋帽皮具店,服装鞋帽皮具店,2024-06-27 13:35:07
香港特别行政区,810000,香港特别行政区,1852,元朗区,淘欢喜自取点,青山公路-元朗段与击壤路交叉口东北40米,"114.030462,22.442024",[],购物服务,购物相关场所,购物相关场所,2024-05-08 23:10:23
香港特别行政区,810000,香港特别行政区,1852,元朗区,乐基油渣泵笔有限公司,安康路1号,"114.028539,22.440074",[],购物服务,购物相关场所,购物相关场所,2024-06-27 13:35:07
香港特别行政区,810000,香港特别行政区,1852,元朗区,强记老树猫山王,击壤路7-11号,"114.030320,22.442045",[],购物服务,购物相关场所,购物相关场所,2024-03-26 04:40:30
香港特别行政区,810000,香港特别行政区,1852,元朗区,键荣家私设计,大马路186号1层,"114.031411,22.441513",00852-24756998,购物服务,家居建材市场,家具城,2024-06-27 13:35:04
香港特别行政区,810000,香港特别行政区,1852,元朗区,BROWN HOUSE(鸿运楼店),"BROWN HOUSE,号,121 Kau Yuk Rd,Yuen Long,香港","114.028519,22.440140",00852-22970210,购物服务,专卖店,专营店,2024-08-02 03:04:20
香港特别行政区,810000,香港特别行政区,1852,元朗区,澄霖(金辉楼店),金辉径北50米,"114.031655,22.439847",00852-24421712,购物服务,服装鞋帽皮具店,服装鞋帽皮具店,2024-01-24 01:13:56
香港特别行政区,810000,香港特别行政区,1852,元朗区,美果生活-高级进口(生果店),安良里与元朗安兴街交叉口西南100米,"114.029650,22.439028",91251321,购物服务,购物相关场所,购物相关场所,2024-05-10 21:44:32
香港特别行政区,810000,香港特别行政区,1852,元朗区,周仔记CHOW JAI KEE,青山公路-元朗段与击壤路交叉口东北40米,"114.030528,22.442022",00852-60157084,购物服务,服装鞋帽皮具店,服装鞋帽皮具店,2024-09-06 03:48:42
香港特别行政区,810000,香港特别行政区,1852,元朗区,毛孩守护者,元朗新界大棠第117约地段2030号,"114.030993,22.407678",[],购物服务,专卖店,宠物用品店,2024-04-02 13:08:15
香港特别行政区,810000,香港特别行政区,1852,元朗区,森林建材城,大棠山道,"114.030418,22.410012",00852-93843899,购物服务,家居建材市场,建材五金市场,2024-08-08 02:49:07
香港特别行政区,810000,香港特别行政区,1852,元朗区,Lotus Pond,"Tai Tong,Hong Kong","114.032062,22.403871",[],购物服务,购物相关场所,购物相关场所,2024-08-08 02:48:57
香港特别行政区,810000,香港特别行政区,1852,元朗区,汇丰银行ATM,天水围,"114.008448,22.453899",[],金融保险服务,自动提款机,汇丰银行ATM,2024-07-17 14:20:38
香港特别行政区,810000,香港特别行政区,1852,元朗区,恒生银行自动柜员机,"嘉湖银座二期1/F,122","114.008487,22.454010",[],金融保险服务,自动提款机,香港恒生银行ATM,2024-07-04 11:22:40
香港特别行政区,810000,香港特别行政区,1852,元朗区,Hang Seng Bank(Fortune Kingswood Branch),天城路与天龙路交叉口西南160米,"114.008511,22.454026",00852-28220228,金融保险服务,银行,银行,2024-06-27 13:39:09
香港特别行政区,810000,香港特别行政区,1852,元朗区,汇丰银行-天水围分行,天城路与天龙路交叉口西南160米,"114.008609,22.454146",[],金融保险服务,银行,银行,2024-08-23 06:17:51
香港特别行政区,810000,香港特别行政区,1852,元朗区,中国银行ATM,天水围,"114.007588,22.454715",[],金融保险服务,自动提款机,中国银行ATM,2024-06-27 13:35:47
香港特别行政区,810000,香港特别行政区,1852,元朗区,交通银行(天水围支行),天水围天恩路12-18号嘉湖(一期)地下G72号铺,"114.007244,22.454853",00852-22395559,金融保险服务,银行,交通银行,2024-04-28 15:57:32
香港特别行政区,810000,香港特别行政区,1852,元朗区,中国银行(香港)(天水围分行),新界元朗天水围天恩路12-18号嘉湖(一期)地下G65号铺,"114.007829,22.455202",00852-26164233,金融保险服务,银行,中国银行,2024-07-19 08:12:44
香港特别行政区,810000,香港特别行政区,1852,元朗区,恒生银行ATM,天瑞商场G/F,"114.003695,22.453401",[],金融保险服务,自动提款机,香港恒生银行ATM,2024-04-09 14:21:55
香港特别行政区,810000,香港特别行政区,1852,元朗区,工银亚洲(柜员机),天水围天瑞路9号1楼天瑞商场,"114.003489,22.453116",[],金融保险服务,自动提款机,自动提款机,2024-03-18 11:21:11
香港特别行政区,810000,香港特别行政区,1852,元朗区,汇丰自动柜员机,"汇丰自动柜员机Kingswood Richly Plaza,G/F,A10-A13,香港","114.005448,22.449534",[],金融保险服务,自动提款机,自动提款机,2024-03-25 23:11:20
香港特别行政区,810000,香港特别行政区,1852,元朗区,中国银行(香港)ATM,天水围,"114.003417,22.453099",[],金融保险服务,自动提款机,中国银行ATM,2024-07-29 19:56:43
香港特别行政区,810000,香港特别行政区,1852,元朗区,中国银行(香港)(天瑞村分行),天水围天瑞路9号,"114.003397,22.453372",00852-24458728,金融保险服务,银行,中国银行,2024-04-09 14:22:53
香港特别行政区,810000,香港特别行政区,1852,元朗区,东亚银行(天恩路),天水围天恩路18号置富嘉湖百老汇戏院东亚银行(天恩路)号置富嘉湖2期1楼128号铺,"114.009619,22.454510",00852-22111333,金融保险服务,银行,东亚银行,2024-03-31 13:23:18
香港特别行政区,810000,香港特别行政区,1852,元朗区,恒生银行(天恩路),天恩路18号嘉湖银座121-122,"114.009619,22.454510",[],金融保险服务,银行,香港恒生银行,2024-07-05 22:37:41
香港特别行政区,810000,香港特别行政区,1852,元朗区,汇丰银行(中国)(嘉湖银座分行),天恩路18号嘉湖银座G39-40、43-44,"114.009619,22.454510",00852-22333000,金融保险服务,银行,汇丰银行,2024-03-25 20:51:36
香港特别行政区,810000,香港特别行政区,1852,元朗区,上海商业银行(天恩路),天恩路18号嘉湖银座G08-G09A,"114.009619,22.454510",00852-28180282,金融保险服务,银行,上海商业银行,2024-04-17 17:41:39
香港特别行政区,810000,香港特别行政区,1852,元朗区,宝湖外币找换店,天湖路与天耀路交叉口西100米,"114.005565,22.449276",[],金融保险服务,金融保险服务机构,金融保险机构,2024-03-25 23:58:08
香港特别行政区,810000,香港特别行政区,1852,元朗区,东亚银行ATM,天水围天河路1号,"114.008080,22.448228",[],金融保险服务,自动提款机,东亚银行ATM,2024-08-02 05:01:59
香港特别行政区,810000,香港特别行政区,1852,元朗区,渣打银行(天耀路),天耀商场1层103,"114.008188,22.447918",00852-24452382,金融保险服务,银行,渣打银行,2024-08-02 05:00:42
香港特别行政区,810000,香港特别行政区,1852,元朗区,渣打银行ATM,天耀路与天河路交叉口东100米,"114.008311,22.447788",[],金融保险服务,自动提款机,自动提款机,2024-08-02 05:01:42
香港特别行政区,810000,香港特别行政区,1852,元朗区,汇丰银行理财易中心,天耀路与天河路交叉口东160米,"114.008964,22.447887",00852-22333000,金融保险服务,银行,银行,2024-08-01 04:28:52
香港特别行政区,810000,香港特别行政区,1852,元朗区,汇丰天耀村理财易中心,围天湖路2号天耀商埸地下L035号铺,"114.009092,22.447905",[],金融保险服务,自动提款机,自动提款机,2024-08-02 05:00:39
香港特别行政区,810000,香港特别行政区,1852,元朗区,大树下西路,元朗区,"114.041871,22.420454",[],地名地址信息,交通地名,道路名,2024-01-22 20:05:05
香港特别行政区,810000,香港特别行政区,1852,元朗区,南坑村路,元朗区,"114.039432,22.421612",[],地名地址信息,交通地名,道路名,2024-01-27 05:02:48
香港特别行政区,810000,香港特别行政区,1852,元朗区,宏骏,榄堤东路与榄喜路交叉口南320米,"114.026663,22.429455",[],公司企业,公司,公司,2024-01-24 05:44:50
香港特别行政区,810000,香港特别行政区,1852,元朗区,LOUD.Automotive,元朗公庵路68号,"114.028393,22.430786",97790079,公司企业,公司企业,公司企业,2024-01-29 03:57:00
香港特别行政区,810000,香港特别行政区,1852,元朗区,建和实业株式会社,榄堤东路附近,"114.026689,22.428440",[],公司企业,公司,公司,2024-04-01 13:05:22
香港特别行政区,810000,香港特别行政区,1852,元朗区,Toi Toi Hong Kong Limited,榄堤东路与榄喜路交叉口南380米,"114.025336,22.428956",[],公司企业,公司,公司,2024-04-02 13:06:19
香港特别行政区,810000,香港特别行政区,1852,元朗区,荣发吊机仓库,榄堤东路与榄喜路交叉口西南180米,"114.024932,22.431102",[],公司企业,公司企业,公司企业,2024-07-31 22:06:19
香港特别行政区,810000,香港特别行政区,1852,元朗区,Wing Tat Civil Engineering Co.Ltd永达建筑公司,"Shap Pat Heung,香港","114.028483,22.431564",[],公司企业,公司,建筑公司,2024-04-27 03:38:05
香港特别行政区,810000,香港特别行政区,1852,元朗区,骏业环保有限公司,香港元朗,"114.024609,22.429103",[],公司企业,公司,公司,2024-08-08 02:48:49
香港特别行政区,810000,香港特别行政区,1852,元朗区,龙威汽车国际有限公司,榄堤东路与榄喜路交叉口南500米,"114.026411,22.427840",00852-24430618,公司企业,公司,公司,2024-02-10 15:25:57
香港特别行政区,810000,香港特别行政区,1852,元朗区,Hong Kong Glass Reborn Limited,[],"114.026375,22.427681",00852-22764532,公司企业,公司企业,公司企业,2024-01-18 03:07:50
香港特别行政区,810000,香港特别行政区,1852,元朗区,获利工程有限公司,公庵路39号,"114.027982,22.427623",00852-26701300,公司企业,公司,公司,2024-01-23 09:28:36
香港特别行政区,810000,香港特别行政区,1852,元朗区,裕丰建材有限公司,香港元朗元朗公路,"114.028635,22.432792",00852-24466671,公司企业,公司,公司,2024-02-17 06:29:10
香港特别行政区,810000,香港特别行政区,1852,元朗区,天扬汽车有限公司,山下村,"114.024839,22.427377",00852-24700999,公司企业,公司,公司,2024-08-13 14:42:49
香港特别行政区,810000,香港特别行政区,1852,元朗区,天河木桥头仓,[],"114.028204,22.427107",[],公司企业,公司,公司,2024-01-19 22:44:17
香港特别行政区,810000,香港特别行政区,1852,元朗区,荣世星香港有限公司,[],"114.028128,22.426993",[],公司企业,公司,公司,2024-05-25 12:17:54
香港特别行政区,810000,香港特别行政区,1852,元朗区,耀泰沙滩遮五金厂,新界元朗田寮村225号地下,"114.030526,22.429754",00852-24610781,公司企业,公司企业,公司企业,2024-06-27 13:36:28
